preds,labels,inputs,ids
"frozenset({'train-destination=stevenage', 'restaurant-name=none', 'hotel-pricerange=cheap', 'restaurant-area=centredoy', '', 'restaurant-book time=11:15', 'restaurant-name=charlie chan saturday', 'train-leaveat=dontcare', 'hotel-book people=6', 'train-arriveby=15:45', 'restaurant-book time=18:00', 'train-book people=6', 'restaurant-book day=tuesday', 'hotel-area=south', 'hotel', 'hotel-stars=4', 'restaurant-book people=6', 'hotel-parking=yes', 'restaurant-book time=17:00', 'restaurant-area=centre', 'hotel-book people=4', 'restaurant-pricerange=expensive', 'restaurant-pricerange=cheap', 'train-day=saturday', 'restaurant-food=british', 'restaurant-book day=saturday', 'restaurant-food=none', 'train-de', 'restaurant-pricerange=none', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-book day=saturday', 'restaurant-area=', 'hotel-name=lensfield hotel', 'hotel-stars=dontcare', 'restaurant-name=charlie chan', 'restaurant-area=none', 'hotel-parking=dontcare', 'hotel-pricerange=dontcare', 'restaurant-name=charlie chan s house', 'hotel-name=lensfield hotel b & 0', 'hotel-book stay=2', 'restaurant-area=centre-pricerange=cheap', 'restaurant-name=taj tandoori restaurant', 'train-departure=cambridge', 'restaurant-food=chinese', 'hotel-name=acorn guest house', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'train-destination=stevenage', 'restaurant-book people=6', 'hotel-name=lensfield hotel', 'hotel-area=south', 'hotel-type=hotel', 'restaurant-book time=11:15', 'hotel-parking=dontcare', 'hotel-parking=yes', 'hotel-pricerange=moderate', 'restaurant-pricerange=cheap', 'train-arriveby=15:45', 'train-book people=6', 'train-day=saturday', 'restaurant-book day=saturday', 'train-departure=cambridge', 'restaurant-food=chinese', 'restaurant-name=charlie chan'})","['train-arriveby= 15:45| train-destination= stevenage| train-book people= 6| train-day= saturday| train-departure= cambridge', 'train-destination= stevenage| train-day= saturday| train-departure= cambridge| train-arriveby= 15:45| train-book people= 6', 'restaurant-pricerange= cheap| restaurant-food= chinese| train-departure= cambridge| train-book people= 6| train-destination= stevenage| train-arriveby= 15:45| train-day= saturday', 'restaurant-food= chinese| restaurant-name= charlie chan| train-book people= 6| train-arriveby= 15:45| restaurant-pricerange= cheap| train-day= saturday| train-departure= cambridge| train-destination= stevenage', 'train-day= saturday| restaurant-book time= 11:15| train-destination= stevenage| restaurant-food= chinese| train-departure= cambridge| restaurant-book day= saturday| restaurant-name= charlie chan| train-book people= 6| train-arriveby= 15:45| restaurant-book people= 6| restaurant-pricerange= cheap', '', 'hotel-type= hotel| hotel-area= south| hotel-parking= dontcare', 'hotel-area= south| hotel-parking= dontcare| hotel-name= lensfield hotel| hotel-type= hotel']","['PMUL0641.json', 'PMUL0641.json', 'PMUL0641.json', 'PMUL0641.json', 'PMUL0641.json', 'SNG1043.json', 'SNG1043.json', 'SNG1043.json']"
"frozenset({'', 'restaurant-name=none', 'attraction-area=centre', 'hotel-pricerange=expensive', 'hotel-book people=6', 'restaurant-book time=18:00', 'restaurant-book day=tuesday', 'hotel-area=south', 'hotel-stars=4', 'hotel-pricerange=none', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-book people=1', 'hotel-type=none', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'hotel-book day=thursday', 'hotel-name=home from home', 'hotel-area', 'hotel-type=guesthouse', 'restaurant-food=british', 'restaurant-food=none', 'attraction-name=none', 'restaurant-pricerange=none', 'attraction-type=museum', 'hotel-internet=yes', 'hotel-type=hotel', 'hotel-pricerange=moderate', 'hotel-parking=none', 'hotel-name=lensfield hotel', 'hotel-internet=none', 'hotel-area=none', 'hotel-book stay=4', 'hotel-book day=sunday', 'hotel-parking=dontcare', 'restaurant-area=none', 'hotel-area=centre', 'hotel-book people=2', 'hotel-book stay=5', 'restaurant-name=taj tandoori restaurant', 'hotel-book stay=2', 'hotel-stars=none', 'restaurant-name=tandoori palace'})","frozenset({'', 'hotel-book stay=4', 'hotel-book day=sunday', 'hotel-parking=dontcare', 'hotel-pricerange=moderate', 'hotel-name=aylesbray lodge guest house', 'hotel-name=home from home', 'hotel-book people=2', 'hotel-name=lensfield hotel', 'hotel-area=south', 'hotel-internet=yes'})","['hotel-parking= yes| hotel-type= hotel| hotel-name= lensfield hotel| hotel-area= south| hotel-pricerange= moderate', 'hotel-parking= dontcare| hotel-area= south| hotel-internet= yes| hotel-pricerange= moderate| hotel-name= lensfield hotel', 'hotel-pricerange= moderate| hotel-parking= dontcare| hotel-area= south| hotel-internet= yes| hotel-name= lensfield hotel', '', 'hotel-name= home from home', 'hotel-book people= 2| hotel-book stay= 4| hotel-book day= sunday| hotel-name= home from home', 'hotel-book day= sunday| hotel-book people= 2| hotel-name= home from home| hotel-book stay= 4', '']","['SNG1043.json', 'SNG1043.json', 'SNG1043.json', 'SNG1252.json', 'SNG1252.json', 'SNG1252.json', 'SNG1252.json', 'PMUL2334.json']"
"frozenset({'restaurant-name=none', '', 'restaurant-area=dontcare', 'attraction-area=centre', 'restaurant-book people=1', 'restaurant-name=yippee noodle bar', 'train-arriveby=08:00', 'restaurant-book time=18:00', 'restaurant-name=tasca', 'restaurant-name=the cow pizza kitchen and bar', 'restaurant-book day=tuesday', 'restaurant-book time=14:00', 'hotel-stars=4', 'taxi-destination=cow pizza kitchen and bar', 'restaurant-book people=6', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'restaurant-book time=14:30', 'restaurant-area', 'restaurant-food=british', 'hotel-type=guesthouse', 'train-arriveby=11:30', 'restaurant-food=none', 'hotel-departure=holy trinity church', 'restaurant-pricerange=none', 'attraction-type=museum', 'restaurant-food=dontcare', 'hotel-pricerange=moderate', 'train-book people=1', 'taxi-leaveat=04:30', 'train-destination=ely', 'restaurant-name=yu garden', 'restaurant-area=centre nandos city centre nandos city centre nandos city centre nandos city centre niral', 'restaurant-area=', 'hotel-', 'train-leaveat=11:30', 'train-departure=ely', 'restaurant-book people=', 'restaurant-area=centre tuesday', 'restaurant-area=centre nandos city centre', 'restaurant-area=none', 'restaurant-book day=thursday', 'restaurant-area=centre noodle bar', 'attraction-name=holy trinity church', 'taxi-departure=holy trinity church', 'hotel-area=centre', 'train-day=thursday', 'restaurant-pricerange=moderate', 'restaurant-name=taj tandoori restaurant', 'train-departure=cambridge', 'restaurant-name=tandoori palace'})","frozenset({'restaurant-food=dontcare', 'attraction-area=centre', 'train-leaveat=09:00', 'attraction-name=holy trinity church', 'restaurant-area=centre', 'taxi-departure=holy trinity church', 'taxi-leaveat=04:30', 'train-destination=ely', 'restaurant-pricerange=moderate', 'train-departure=cambridge', 'restaurant-name=the cow pizza kitchen and bar', 'train-day=sunday', 'taxi-destination=cow pizza kitchen and bar'})","['', 'restaurant-pricerange= moderate| restaurant-food= dontcare', 'restaurant-area= centre| restaurant-pricerange= moderate| restaurant-food= dontcare', 'restaurant-pricerange= moderate| attraction-area= centre| restaurant-area= centre| restaurant-name= the cow pizza kitchen and bar| restaurant-food= dontcare', 'attraction-area= centre| restaurant-pricerange= moderate| restaurant-area= centre| restaurant-food= dontcare| restaurant-name= the cow pizza kitchen and bar', 'taxi-leaveat= 04:30| taxi-destination= cow pizza kitchen and bar| restaurant-pricerange= moderate| restaurant-food= dontcare| attraction-area= centre| restaurant-area= centre| attraction-name= holy trinity church| taxi-departure= holy trinity church| restaurant-name= the cow pizza kitchen and bar', '', 'train-destination= ely| train-departure= cambridge']","['PMUL2334.json', 'PMUL2334.json', 'PMUL2334.json', 'PMUL2334.json', 'PMUL2334.json', 'PMUL2334.json', 'SNG1315.json', 'SNG1315.json']"
"frozenset({'restaurant-name=none', '', 'train-leaveat=09:00', 'hotel-pricerange=cheap', 'train-arriveby=18:00', 'hotel-name=el shaddai', 'train-leaveat=dontcare', 'train-departure=london liverpool street-leaveat=18:00', 'restaurant-book time=18:00', 'train-departure=kings lynn', 'attraction-area=dontcare', 'train-leaveat=09:15', 'restaurant-book day=tuesday', 'hotel', 'hotel-stars=4', 'train-leaveat=18:00', 'restaurant-book people=6', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'train-departure=london liverpool street', 'attraction', 'restaurant-food=british', 'train-arriveby=11:30', 'train-', 'train-arriveby=09:00 05:01 05:01 05:01 05:01 05:01 05:01 05:01 05:01 05:01 05:01 05:01 05:01 05:01 05:01', 'restaurant-food=none', 'train-day=sunday', 'restaurant-pricerange=none', 'hotel-internet=yes', 'train-departure=cambridge', 'train-departure=leicester', 'hotel-type=hotel', 'train-departure=kings lynn-leaveat=09:00', 'hotel-book people=7', 'hotel-pricerange=moderate', 'train-destination=ely', 'attraction-type==cinema', 'train-leaveat=12:30', 'attraction-name=vue cineme', 'train-destination=cambridge', 'train-leaveat=05:01 05', 'train-------------------------------------arriveby=09:00', 'train-book people=7', 'hotel-book day=sunday', 'restaurant-area=none', 'train-day=tuesday', 'attraction-name=cineworld cinema', 'train-arriveby=09:00', 'hotel-area=centre', 'train-book people=1 kings cross', 'train-day=thursday', 'attraction-type=cinema', 'hotel-name=a and b guest house', 'train-book people=1', 'hotel-book stay=2', 'restaurant-name=taj tandoori restaurant', 'train-day=friday', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'train-destination=cambridge', 'attraction-name=cineworld cinema', 'train-arriveby=09:00', 'train-destination=ely', 'attraction-type=cinema', 'train-departure=leicester', 'train-leaveat=09:15', 'train-day=sunday', 'train-day=friday', 'train-book people=7', 'train-departure=cambridge'})","['train-departure= cambridge| train-day= sunday| train-destination= ely| train-leaveat= 09:00', 'train-departure= cambridge| train-day= sunday| train-book people= 7| train-leaveat= 09:15| train-destination= ely', '', 'attraction-type= cinema', 'attraction-type= cinema', 'train-destination= cambridge| attraction-name= cineworld cinema| attraction-type= cinema| train-arriveby= 09:00', 'train-departure= leicester| train-arriveby= 09:00| train-destination= cambridge| attraction-type= cinema| attraction-name= cineworld cinema| train-day= friday', 'attraction-name= cineworld cinema| attraction-type= cinema| train-day= friday| train-departure= leicester| train-arriveby= 09:00| train-destination= cambridge']","['SNG1315.json', 'SNG1315.json', 'MUL1875.json', 'MUL1875.json', 'MUL1875.json', 'MUL1875.json', 'MUL1875.json', 'MUL1875.json']"
"frozenset({'restaurant-name=none', '', 'taxi-destination=huntingdon marriott hotel', 'restaurant-name=a and b guest house', 'taxi-arriveby=11:45', 'restaurant-name=scottish', 'taxi-le', 'restaurant-book time=18:00', 'taxi-departure=acorn guest house', 'restaurant-name=taj tandoori restaurant st thong', 'restaurant-book day=tuesday', 'restaurant-name=tandoori restaurant st thong', 'hotel-stars=4', 'restaurant-name=05:45', 'restaurant-book people=6', 'restaurant-name=kohinoor', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'restaurant-book time=11:45', 'taxi-leaveat=05:45', 'restaurant-food=british', 'hotel-type=guesthouse', 'restaurant-name=the gandhi', 'restaurant-food=none', 'restaurant-pricerange=none', 'hotel-internet=yes', 'taxi-departure=wandlebury country park', 'restaurant-food=indian', 'hotel-pricerange=moderate', 'hotel-stars=0', 'hotel-area=dontcare', 'restaurant-book people=2', 'restaurant-area=none', 'restaurant-book day=thursday', 'taxi-destination=acorn guest house', 'restaurant-area=centre gandhi', 'hotel-parking=', 'restaurant-name=taj tandoori restaurant', 'restaurant-book time=15:45', 'restaurant-food=chinese', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'', 'taxi-destination=huntingdon marriott hotel', 'train-destination=curry prince', 'taxi-departure=wandlebury country park', 'taxi-arriveby=11:45', 'taxi-leaveat=05:45', 'taxi-destination=curry prince', 'train-departure=wandlebury country park'})","['', '', 'taxi-arriveby= 11:45', 'taxi-destination= huntingdon marriott hotel| taxi-arriveby= 11:45| taxi-departure= wandlebury country park', 'taxi-destination= huntingdon marriott hotel| taxi-arriveby= 11:45| taxi-departure= wandlebury country park', '', '', 'taxi-leaveat= 05:45']","['SNG02201.json', 'SNG02201.json', 'SNG02201.json', 'SNG02201.json', 'SNG02201.json', 'SNG01325.json', 'SNG01325.json', 'SNG01325.json']"
"frozenset({'restaurant-name=none', '', 'train-arriveby=wandlebury country park', 'hotel-pricerange=expensive', 'hotel-book people=6', 'train-leaveat=20:15', 'restaurant-book time=18:00', 'taxi-destination=curry prince', 'hotel-name=the acorn guest house', 'train-leaveat=05:45', 'restaurant-book day=tuesday', 'hotel-stars=4', 'restaurant-book people=6', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'taxi-leaveat=05:45', 'restaurant-food=british', 'hotel-type=guesthouse', 'restaurant-food=none', 'restaurant-pricerange=none', 'train-arriveby=20:15', 'hotel-internet=yes', 'train-departure=cambridge', 'hotel-book day=saturday', 'taxi-departure=wandlebury country park', 'hotel-pricerange=moderate', 'train-book people=1', 'hotel-area=dontcare', 'hotel-book day=friday', 'train-departure=wandlebury country park', 'train-arriveby=05:01', 'hotel-', 'train-destination=cambridge', 'train-departure=ely', 'train-leaveat=05:01', 'hotel-book day=tuesday', 'hotel-book stay=4', 'train-destination=curry prince', 'restaurant-area=none', 'train-day=tuesday', 'train-arriveby=dontcare', 'taxi-departure=w', 'hotel-pricerange=dontcare', 'hotel-book people=2', 'train-day=thursday', 'restaurant-name=taj tandoori restaurant', 'hotel-book stay=5', 'hotel-name=acorn guest house', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'hotel-book stay=4', 'hotel-parking=yes', 'train-destination=curry prince', 'taxi-departure=wandlebury country park', 'hotel-pricerange=expensive', 'hotel-pricerange=moderate', 'train-leaveat=20:15', 'hotel-book day=friday', 'taxi-leaveat=05:45', 'taxi-destination=curry prince', 'train-departure=wandlebury country park', 'hotel-book people=2', 'hotel-name=the acorn guest house', 'hotel-name=acorn', 'train-day=friday', 'train-departure=ely', 'hotel-area=north'})","['taxi-departure= wandlebury country park| train-destination= curry prince| taxi-leaveat= 05:45| taxi-destination= curry prince| train-departure= wandlebury country park', '', 'hotel-area= north', 'hotel-parking= yes| hotel-pricerange= expensive| hotel-area= north', 'hotel-parking= yes| hotel-area= north| hotel-pricerange= moderate', 'hotel-name= the acorn guest house| hotel-book stay= 4| hotel-book day= friday| hotel-parking= yes| hotel-pricerange= moderate| hotel-book people= 2| hotel-area= north', '', 'train-departure= ely| train-leaveat= 20:15']","['SNG01325.json', 'SNG0827.json', 'SNG0827.json', 'SNG0827.json', 'SNG0827.json', 'SNG0827.json', 'MUL1786.json', 'MUL1786.json']"
"frozenset({'', 'restaurant-name=none', 'hotel-pricerange=cheap', 'attraction-area=centre', 'attraction-type=dontcare', 'hotel-name=el shaddai', 'train-leaveat=20:15', 'train-arriveby=none', 'restaurant-book time=18:00', 'attraction-name=the junction s yard s yard s yard s yard s yard s yard s yard s yard s yard s yard s yard s yard s yard anthropology saeology and anthropology saeology saeology and anthropology saeology saeology', 'attraction-type=museum of classical archaeology', 'taxi-leaveat=02:30', 'train-internet=yes', 'restaurant-book day=tuesday', 'hotel-stars=00', 'hotel-stars=4', 'attraction-name=camboats', 'restaurant-book people=6', 'hotel-parking=yes', 'train-arriveby=cambridge', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'attraction-area=east', 'restaurant-area=centre saeology saeology sway saeology sway sway sway sway sway sway sway sway sway saeology sway sway sway sway sway', 'train-arriveby=', 'restaurant-food=british', 'restaurant-food=none', 'taxi-leaveat=08:00', 'restaurant-pricerange=none', 'train-arriveby=20:15', 'hotel-internet=yes', 'taxi-destination=museum of classical archaeology', 'hotel-type=hotel', 'hotel-pricerange=moderate', 'hotel-area=east', 'taxi-arriveby=02:30', 'train-book people=none', 'train-arriveby', 'train-destination=cambridge', 'train-departure=ely', 'train-departure=none', 'attraction-name=funky fun house', 'hotel-book people=none', 'restaurant-area=none', 'taxi-departure=tandoori palace', 'train-arriveby=dontcare', 'hotel-area=centre', 'train-day=friday', 'hotel-name=a and b guest house', 'train-book people=1', 'hotel-book stay=2', 'restaurant-name=taj tandoori restaurant', 'restaurant-name=tandoori palace', 'hotel-book day=friday'})","frozenset({'', 'attraction-name=funky fun house', 'taxi-destination=museum of classical archaeology', 'train-leaveat=20:15', 'attraction-area=east', 'train-day=friday', 'train-book people=none', 'taxi-leaveat=10:15', 'train-destination=cambridge', 'train-departure=ely'})","['train-day= friday| train-leaveat= 20:15| train-departure= ely', 'train-day= friday| train-departure= ely| train-destination= cambridge| train-leaveat= 20:15', 'train-departure= ely| train-day= friday| train-leaveat= 20:15| train-book people= none| attraction-area= east| train-destination= cambridge', 'train-destination= cambridge| attraction-area= east| attraction-name= funky fun house| train-leaveat= 20:15| train-day= friday| train-book people= none| train-departure= ely', 'train-departure= ely| train-book people= none| train-destination= cambridge| attraction-name= funky fun house| attraction-area= east| train-day= friday| train-leaveat= 20:15', '', '', 'taxi-destination= museum of classical archaeology']","['MUL1786.json', 'MUL1786.json', 'MUL1786.json', 'MUL1786.json', 'MUL1786.json', 'SNG1170.json', 'SNG1170.json', 'SNG1170.json']"
"frozenset({'attraction-area=centre', 'restaurant-food=chinese', 'restaurant-name=none', '', 'train-arriveby=17:00', 'train-day=monday', 'train-arriveby=17:01', 'restaurant-book people=1', 'restaurant-name=frankie and bennys house', 'hotel-pricerange=expensive', 'train-arriveby=08:00', 'restaurant-book time=18:00', 'train-destination=birmingham new street', 'restaurant-food=mexican', 'train-le', 'hotel-book day=monday', 'restaurant-book time=12:30', 'restaurant-book day=tuesday', 'attraction-type=museum of classical archaeology st. saturday saturday saturday', 'hotel-stars=4', 'hotel-area=', 'restaurant-book people=6', 'hotel-book people=1', 'hotel-parking=yes', 'restaurant-area=centre', 'restaurant-name=taj tandoori restaurant tandoori restaurant tandoori restaurant tandoori restaurant', 'restaurant-pricerange=expensive', 'restaurant-food=british', 'restaurant-name=the gandhi', 'taxi-departure=curry king restaurant saturday', 'restaurant-food=none', 'attraction-type=museum', 'restaurant-pricerange=none', 'train-leaveat=17:00', 'train-departure=cambridge', 'taxi-departure=curry king', 'attraction-name=the junction -s=none', 'hotel-internet=yes', 'taxi-destination=museum of classical archaeology', 'hotel-type=hotel', 'taxi-arriveby=10:15', 'hotel-name=avalon guesthouse', 'restaurant-food=dontcare', 'train-leaveat=', 'train-depart', 'hotel-pricerange=moderate', 'train-book people=1', 'restaurant-p', 'taxi-departure=a and b guest house', 'restaurant-book day=none', 'restaurant-area=centre thong thai', 'restaurant', 'restaurant-area=south', 'restaurant-name=frankie and bennys', 'restaurant-name=chiquito restaurant-name=chiquito restaurant and time=12:30', 'restaurant-book people=2', 'restaurant-book time=none', 'restaurant-area=none', 'restaurant-book time=10:15', 'train-leaveat=17:01', 'train-day=tuesday', 'hotel-area=centre', 'restaurant-book people=none', 'train-day=thursday', 'hotel-book stay=2', 'restaurant-book day=monday', 'restaurant-name=taj tandoori restaurant', 'taxi-leaveat=10:15', 'attraction-name=the junction s yard', 'hotel-name=a and b guest house', 'restaurant-name=tandoori palace', 'hotel-area=north'})","frozenset({'taxi-departure=curry king', 'taxi-destination=museum of classical archaeology', 'train-leaveat=17:01', 'train-day=monday', 'restaurant-book people=1', 'restaurant-book people=5', 'train-book people=1', 'restaurant-pricerange=expensive', 'train-destination=birmingham new street', 'restaurant-food=mexican', 'restaurant-book day=monday', 'taxi-leaveat=10:15', 'restaurant-book time=12:30', 'train-leaveat=17:00', 'restaurant-area=south', 'train-departure=cambridge'})","['taxi-destination= museum of classical archaeology| taxi-leaveat= 10:15', 'taxi-departure= curry king| taxi-leaveat= 10:15| taxi-destination= museum of classical archaeology', '', 'train-leaveat= 17:00| train-destination= birmingham new street', 'train-leaveat= 17:01| train-destination= birmingham new street| train-departure= cambridge| train-day= monday', 'train-book people= 1| train-destination= birmingham new street| train-leaveat= 17:01| train-day= monday| train-departure= cambridge', 'train-destination= birmingham new street| train-day= monday| train-book people= 1| restaurant-pricerange= expensive| train-leaveat= 17:01| train-departure= cambridge| restaurant-area= south', 'restaurant-book people= 1| restaurant-area= south| train-departure= cambridge| train-leaveat= 17:01| train-destination= birmingham new street| restaurant-food= mexican| restaurant-book day= monday| restaurant-pricerange= expensive| train-book people= 1| restaurant-book time= 12:30| train-day= monday']","['SNG1170.json', 'SNG1170.json', 'MUL1624.json', 'MUL1624.json', 'MUL1624.json', 'MUL1624.json', 'MUL1624.json', 'MUL1624.json']"
"frozenset({'restaurant-name=none', '', 'train-destination=stevenage', 'restaurant-name=prezzo restaurant and grill saturday', 'train-day=monday', 'restaurant-book people=8', 'restaurant-book people=1', 'restaurant-name=prezzo', 'restaurant-food=italian', 'train-destination=birmingham new street', 'restaurant-book time=18:00', 'restaurant-food=mexican', 'restaurant-name=prezzo s restaurant', 'taxi-departure=pembroke college', 'restaurant-book time=12:30', 'restaurant-book day=tuesday', 'train-leaveat=18:00', 'hotel-stars=4', 'restaurant-book people=6', 'restaurant-name=chiquito restaurant-name=chiquito restaurant bar', 'restaurant-name=prezzo restaurant saturday', 'restaurant-area=centre', 'restaurant-pricerange=expensive', 'restaurant-food=british', 'train-arriveby=11:30', 'restaurant-food=none', 'restaurant-pricerange=none', 'train-departure=cambridge', 'restaurant-food=dontcare', 'taxi-leaveat=09:45', 'hotel-internet=yes', 'hotel-type=hotel', 'restaurant-book time=09:45', 'restaurant-book people=5', 'restaurant-food=indian', 'taxi-departure=prezzo', 'hotel-pricerange=moderate', 'restaurant-food=indian swiss restaurant saturday', 'hotel-', 'train-leaveat=12:30', 'attraction-type=college', 'restaurant', 'taxi-destination=pembroke college', 'restaurant-area=south', 'restaurant-area=west', 'train-leaveat=17:01', 'restaurant-area=none', 'attraction-name=pembroke college', 'train-day=thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday thursday', 'restaurant-book day=thursday', 'taxi-destination=prezzo', 'train-day=thursday', 'restaurant-pricerange=moderate', 'restaurant-book day=monday', 'restaurant-name=taj tandoori restaurant', 'train-book people=1', 'hotel-area=west', 'restaurant-food=', 'restaurant-name=tandoori palace'})","frozenset({'', 'train-day=monday', 'restaurant-food=italian', 'restaurant-name=prezzo', 'train-destination=birmingham new street', 'restaurant-food=mexican', 'restaurant-book time=12:30', 'restaurant-pricerange=expensive', 'taxi-leaveat=09:45', 'train-departure=cambridge', 'restaurant-book people=5', 'taxi-departure=prezzo', 'taxi-destination=pembroke college', 'restaurant-area=south', 'restaurant-area=west', 'train-leaveat=17:01', 'attraction-name=pembroke college', 'restaurant-pricerange=moderate', 'restaurant-book day=monday', 'train-book people=1'})","['train-day= monday| restaurant-book day= monday| restaurant-pricerange= expensive| train-leaveat= 17:01| train-book people= 1| restaurant-area= south| train-departure= cambridge| restaurant-food= mexican| restaurant-book time= 12:30| train-destination= birmingham new street| restaurant-book people= 5', '', '', 'attraction-name= pembroke college', 'attraction-name= pembroke college| restaurant-pricerange= moderate| restaurant-area= west', 'restaurant-area= west| attraction-name= pembroke college| restaurant-food= italian| restaurant-pricerange= moderate', 'restaurant-food= italian| restaurant-name= prezzo| taxi-leaveat= 09:45| restaurant-area= west| attraction-name= pembroke college| restaurant-pricerange= moderate', 'restaurant-pricerange= moderate| restaurant-name= prezzo| taxi-departure= prezzo| taxi-leaveat= 09:45| attraction-name= pembroke college| restaurant-food= italian| restaurant-area= west| taxi-destination= pembroke college']","['MUL1624.json', 'MUL2494.json', 'MUL2494.json', 'MUL2494.json', 'MUL2494.json', 'MUL2494.json', 'MUL2494.json', 'MUL2494.json']"
"frozenset({'restaurant-name=none', '', 'train-destination=stevenage', 'restaurant-name=restaurant alimentum', 'restaurant-area=south saturday', 'restaurant-book people=1', 'train-arriveby=tu', 'restaurant-food=italian', 'restaurant-name=prezzo', 'restaurant-name=chiquito restaurant bar', 'restaurant-book time=18:00', 'restaurant-food=mexican', 'restaurant-area=chinese', 'restaurant-book time=14:45', 'restaurant-book day=tuesday', 'hotel-area=south', 'hotel-stars=4', 'restaurant-area=south tasca', 'restaurant-book people=6', 'hotel-parking=yes', 'hotel-internet=', 'train-arriveby=09:30', 'restaurant-area=centre', 'train-destination=norwich', 'hotel-name=aylesbray lodge guest house', 'restaurant-pricerange=expensive', 'train-departure=london liverpool street', 'restaurant-name=pizza hut cherry hinton', 'restaurant-food=british', 'hotel-type=guesthouse', 'restaurant-food=none', 'restaurant-pricerange=none', 'train', 'train-arriveby=tuesday', 'taxi-leaveat=09:45', 'restaurant-food=dontcare', 'hotel-internet=yes', 'restaurant-book time=09:45', 'restaurant-name=chiquito restaurant-name=chinese', 'restaurant-book day=friday', 'taxi-departure=prezzo', 'hotel-pricerange=moderate', 'train-book people=1', 'hotel-', 'attraction-type=college', 'restaurant', 'taxi-destination=pembroke college', 'restaurant-area=south', 'restaurant-pricerange=dontcare', 'restaurant-food=modern european', 'restaurant-area=west', 'restaurant-area=none', 'attraction-name=pembroke college', 'restaurant-book day=thursday', 'train-day=tuesday', 'restaurant-area=tasca', 'hotel-area=west', 'restaurant-pricerange=moderate', 'train-day=thursday', 'restaurant-name=taj tandoori restaurant', 'train-departure=cambridge', 'restaurant-food=chinese', 'train-leaveat=09:30', 'restaurant-name=tandoori palace'})","frozenset({'restaurant-book people=1', 'restaurant-name=prezzo', 'restaurant-food=italian', 'restaurant-name=pizza hut in cherry hinton', 'restaurant-book time=14:45', 'train-destination=norwich', 'taxi-leaveat=09:45', 'restaurant-book day=friday', 'taxi-departure=prezzo', 'train-book people=1', 'taxi-destination=pembroke college', 'restaurant-area=south', 'restaurant-food=modern european', 'restaurant-area=west', 'attraction-name=pembroke college', 'train-day=tuesday', 'restaurant-pricerange=moderate', 'train-departure=cambridge', 'train-leaveat=09:30'})","['restaurant-area= west| attraction-name= pembroke college| restaurant-food= italian| restaurant-name= prezzo| restaurant-pricerange= moderate| taxi-leaveat= 09:45| taxi-destination= pembroke college| taxi-departure= prezzo', '', 'restaurant-area= south', 'restaurant-area= south| restaurant-pricerange= moderate', 'restaurant-book time= 14:45| restaurant-food= modern european| restaurant-book people= 1| restaurant-area= south| restaurant-book day= friday| restaurant-pricerange= moderate', '', 'train-departure= cambridge| train-leaveat= 09:30', 'train-departure= cambridge| train-day= tuesday| train-leaveat= 09:30| train-destination= norwich']","['MUL2494.json', 'SSNG0185.json', 'SSNG0185.json', 'SSNG0185.json', 'SSNG0185.json', 'MUL2059.json', 'MUL2059.json', 'MUL2059.json']"
